Repo Name,File Name,File Type,Release Version,TLSH Hash,Commit_Distance,Lines Changed,SHA256 Hash,Imphash,Date Added,Intel
r3motecontrol/Ghostpack-CompiledBinaries,Certify.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:2c8980c,T11E84B32EB18BC655E13A477498E356106672E5C97C32DF0A41EE632F2F1B6D88C073B6,0,N/A,649d8ae38411068063a74298d7ce211c6fc8ab745a591e67b65d11c5682eb8c2,f34d5f2d4577ed6d9ceec516c1f5a744,2021-08-06T19:41:36Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Certify.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:3616b3e,T1B4047C1563EC4B51E6FF97B9A8B212810B77B51A513DEB5E2C8C51EE0B23BC08910B77,341,0,8952fed5571cdd87147dd9b09d461053d26d2703df07d37e9455e1212553f6f6,f34d5f2d4577ed6d9ceec516c1f5a744,2021-10-06T22:21:17Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Certify.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:035f53b,T1F9047C1563EC4B51E6FF97B9A8B212810B77B51A513DEB5E2C4C51EE0B23BC08920B77,3,0,a688439ddf90e1ae5bf868e4b84990f47bbf58629d5d5edfbf7fd2f9b599ebd6,f34d5f2d4577ed6d9ceec516c1f5a744,2021-10-14T22:25:05Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Certify.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:8d7364b,T11C048C1563EC4B51E6FFA7B9A8B212810B77F41A513DEB5E2C4C51EE0B23B848920777,0,N/A,07f8ebe6f102fbaf0488a30d0b25a5fff2988701f28c4435e5ec63910e766ca9,f34d5f2d4577ed6d9ceec516c1f5a744,2022-02-16T03:52:40Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Certify.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:5ec9463,T127047C2567EC4B61E6FF97BAA8B251810B77B41A513DEB5E2C8D11DE0F23B808910773,0,N/A,2d731ae0214474e2350b0e5c94c2fdf0e7671048bcea052c931dc76f5840d53b,f34d5f2d4577ed6d9ceec516c1f5a744,2022-05-14T19:07:37Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Certify.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:948803f,T1D2048C2567EC4B61E6FF97BAA8B251810B77B41A513DEB5E2C8D11DE0F23B808910773,2,0,3e4d850275d9b5fe613937755e36f6405098053a34d00a1edc7146e7063af8d5,f34d5f2d4577ed6d9ceec516c1f5a744,2022-10-17T21:12:09Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Certify.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:ccd6802,T175045A1563EC4B51E6FE97B9A8B251810B77F41AA13DEB4E2C5C11DE0F23B818920777,52,0,af5c3a5f68323ac68b258dae37c20e48f594118d08479f92a78bd54d26debd9a,f34d5f2d4577ed6d9ceec516c1f5a744,2022-11-08T03:56:47Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Koh.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:b702f78,T14FE2F786A3ED4925F1FE8B3899F6060547B3B9936936E30E29CC115E07337818E617B7,0,N/A,9f1060650f67c98c85e9697dd31fc9ba32a5336e975ec28c6e9208470619c3cf,f34d5f2d4577ed6d9ceec516c1f5a744,2022-07-08T00:45:28Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Koh.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:b076114,T1EAE2078AA3E94925F1FE8B3899F2050547B3B5935931E70E25CC125E1B337818E517FB,0,N/A,4ffb4fbd4ca5603361a794c99b365c403b8d59af5788e95a981a7f4ca0bbccce,f34d5f2d4577ed6d9ceec516c1f5a744,2022-07-13T21:06:58Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,LockLess.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:ccdeb23,T112621A5DF3DC5A65E8BE0BB91CF202101BB4F1508D36D61F0CDC61D62F267859622BE5,0,N/A,478439e5e6d238351ba72ed4c3912b87847a788853cd62f21b5133394d6d108d,f34d5f2d4577ed6d9ceec516c1f5a744,2020-04-03T20:21:07Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,LockLess.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:0c6d158,T1B2620859F7D81669DCBE0FB95CF202014FB4F1148A26D61F0CC861D62F3AB495623BE5,43,4,10db57856d86b6cef6402c0897efb13cbd5455158f5bfb4497fed570ced9b93c,f34d5f2d4577ed6d9ceec516c1f5a744,2020-05-27T04:44:31Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,RestrictedAdmin.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:a63b70c,T156F14101A7FC4661F9FB1B321A7196108A73BA61BC76DB1F0584406F0FB1F49DA72B21,0,N/A,bfa2f0929139c38e451e2a7ff1d51d0a430808bd9d2c9b3aea745438da49504c,f34d5f2d4577ed6d9ceec516c1f5a744,2021-09-03T17:47:38Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Rubeus.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:c320a5e,T12BD3D43C17D88B04F1BF6735A4B422114AB3B446F471E74E4EA961AE1B637429930FBA,0,N/A,d0decaf11d4ee540eebbf6b4a6b916d9d665d0d570c342c45d1cff1ada89ebda,f34d5f2d4577ed6d9ceec516c1f5a744,2018-09-25T01:02:27Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
r3motecontrol/Ghostpack-CompiledBinaries,Rubeus.exe,PE32 executable (console) Intel 80386 Mono/.Net assembly; for MS Windows; 3 sections,git:0091edd,T15CE3E43C27EC8F05F1BE573494B406114AB3B84BB8B5D79E5A4D119E1B63782C920FB6,39,0,2e0b8689f02d9b6ddbeed822adc02205dd43a192157b055234a5b1a4075a555c,f34d5f2d4577ed6d9ceec516c1f5a744,2018-10-01T18:50:51Z,https://github.com/r3motecontrol/Ghostpack-CompiledBinaries
